stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1154,21154,COLESVILLE RD & SPRING ST,,38.998589,-77.026574,,,,,,0
1164,21164,COLLEGE PKWY & NELSON ST,,39.095513,-77.167791,,,,,,0
1166,21166,COLLEGE PKWY & @846,,39.097038,-77.166679,,,,,,0
1168,21168,COLLEGE PKWY & PRINCETON PL,,39.098971,-77.164917,,,,,,0
1170,21170,COLLEGE PKWY & YALE PL,,39.101651,-77.160514,,,,,,0
1172,21172,COLLEGE PKWY & RUTGERS ST,,39.102104,-77.158546,,,,,,0
1174,21174,COLLEGE PKWY & HUNGERFORD DR,,39.103154,-77.156223,,,,,,0
1176,21176,COLLEGE PKWY & FREDERICK RD,,39.103279,-77.15641,,,,,,0
1178,21178,COLLEGE PKWY & RUTGERS ST,,39.102363,-77.15821,,,,,,0
1180,21180,COLLEGE PKWY & YALE PL,,39.101621,-77.160969,,,,,,0
1182,21182,COLLEGE PKWY & PRINCETON PL,,39.099332,-77.164435,,,,,,0
1184,21184,COLLEGE PKWY & @846,,39.096947,-77.166982,,,,,,0
1186,21186,COLLEGE PKWY & NELSON ST,,39.095261,-77.168098,,,,,,0
1194,21194,COLUMBIA PIKE & @10711,,39.031306,-77.004485,,,,,,0
1196,21196,COLUMBIA PIKE & HILLWOOD DR,,39.032669,-77.00322,,,,,,0
1198,21198,COLUMBIA PIKE & BURNT MILLS AVE,,39.036391,-76.999891,,,,,,0
1200,21200,COLUMBIA PIKE & NORTHWEST DR,,39.03744,-76.999114,,,,,,0
1202,21202,COLUMBIA PIKE & PRELUDE DR,,39.039171,-76.997745,,,,,,0
1204,21204,COLUMBIA PIKE & OAK LEAF DR,,39.040596,-76.996061,,,,,,0
1206,21206,COLUMBIA PIKE & OAK LEAF DR,,39.040734,-76.996357,,,,,,0
1208,21208,COLUMBIA PIKE & PRELUDE DR,,39.039633,-76.997729,,,,,,0
1210,21210,COLUMBIA PIKE & NORTHWEST DR,,39.037817,-76.999181,,,,,,0
1212,21212,COLUMBIA PIKE & BURNT MILLS AVE,,39.036444,-77.000215,,,,,,0
1214,21214,COLUMBIA PIKE & HILLWOOD DR,,39.032816,-77.003464,,,,,,0
1216,21216,COLUMBIA PIKE & @10750,,39.031342,-77.004837,,,,,,0
1218,21218,CONGRESSIONAL LN & JEFFERSON ST,,39.061008,-77.130371,,,,,,0
1220,21220,CONGRESSIONAL LN & ROLLINS AVE,,39.058691,-77.130411,,,,,,0
