route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2778,1,132406,Route 1 OmniLink / Woodbridge VRE,,0,52380,10665,0,0
2778,1,132405,Route 1 OmniLink / Woodbridge VRE,,0,52379,10665,0,0
2778,1,132404,Route 1 OmniLink / Woodbridge VRE,,0,52380,10665,0,0
2778,1,132403,Route 1 OmniLink / Woodbridge VRE,,0,52379,10665,0,0
2778,1,132402,Route 1 OmniLink / Woodbridge VRE,,0,52379,10665,0,0
2778,1,132401,Route 1 OmniLink / Woodbridge VRE,,0,52379,10665,0,0
2778,1,132400,Route 1 OmniLink / Woodbridge VRE,,0,52379,10665,0,0
2778,1,132399,Route 1 OmniLink / Woodbridge VRE,,0,52381,10665,0,0
2778,1,132398,Route 1 OmniLink / Woodbridge VRE,,0,52379,10665,0,0
2778,1,132397,Route 1 OmniLink / Woodbridge VRE,,0,52381,10665,0,0
2778,1,132396,Route 1 OmniLink / Woodbridge VRE,,0,52381,10665,0,0
2778,1,132395,Route 1 OmniLink to Woodbride VRE,,0,52381,10666,0,0
2778,1,132420,Route 1 OmniLink / Quantico,,1,52379,10667,0,0
2778,1,132419,Route 1 OmniLink / Quantico,,1,52380,10667,0,0
2778,1,132418,Route 1 OmniLink / Quantico,,1,52379,10667,0,0
2778,1,132417,Route 1 OmniLink to Quantico,,1,52380,10668,0,0
2778,1,132416,Route 1 OmniLink / Quantico,,1,52379,10667,0,0
2778,1,132415,Route 1 OmniLink / Quantico,,1,52379,10667,0,0
2778,1,132414,Route 1 OmniLink / Quantico,,1,52379,10667,0,0
2778,1,132413,Route 1 OmniLink / Quantico,,1,52381,10667,0,0
2778,1,132412,Route 1 OmniLink / Quantico,,1,52379,10667,0,0
2778,1,132411,Route 1 OmniLink / Quantico,,1,52381,10667,0,0
2778,1,132410,Route 1 OmniLink to Quantico,,1,52379,10668,0,0
2778,1,132409,Route 1 OmniLink / Quantico,,1,52381,10667,0,0
2778,1,132408,Route 1 OmniLink / Quantico,,1,52381,10667,0,0
2780,1,131766,Tysons Corner,T1,0,51342,10674,0,0
2780,1,131764,Tysons Corner,T2,0,51446,10674,0,0
2780,1,131767,Tysons Corner,T3,0,51452,10674,0,0
2780,1,131765,Tysons Corner,T4,0,51342,10674,0,0
2780,1,131768,Woodbridge VRE,T1,1,51372,10675,0,0
2780,1,131769,Woodbridge VRE,T2,1,51772,10675,0,0
2780,1,131770,Woodbridge VRE,T3,1,52407,10675,0,0
2780,1,131771,Woodbridge VRE,T4,1,51535,10675,0,0
2792,1,131894,Woodbridge A OmniLink / PRTC Transit Ctr via Marumsco,,0,51790,10698,0,0
2792,1,131895,Woodbridge A OmniLink / PRTC Transit Ctr via Marumsco,,0,51791,10698,0,0
2792,1,131896,Woodbridge A OmniLink / PRTC Transit Ctr via Marumsco,,0,51792,10698,0,0
2792,1,131897,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51790,10699,0,0
2792,1,131898,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51791,10699,0,0
2792,1,131899,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51792,10699,0,0
2792,1,131900,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51790,10700,0,0
2792,1,131901,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51791,10699,0,0
2792,1,131902,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51792,10699,0,0
2792,1,131903,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51791,10699,0,0
2792,1,131904,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51792,10699,0,0
2792,1,131905,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51791,10699,0,0
2792,1,131906,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51792,10699,0,0
2792,1,131907,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51791,10699,0,0
2792,1,131908,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51792,10699,0,0
2792,1,131909,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51791,10699,0,0
2792,1,131910,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51792,10699,0,0
2792,1,131911,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51791,10699,0,0
2792,1,131912,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51793,10699,0,0
