route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
11319,537,184904,McPherson Square Metro,,0,201,8557,1,1
11322,490,178785,Union Station,,0,103,8818,1,1
11318,492,176107,Georgetown,,1,103,8550,1,1
11323,534,184170,National Mall,,0,809,7685,1,1
11321,537,186595,Rosslyn,,1,606,8549,1,1
11320,491,178167,L'Enfant Plaza,,1,501,8822,1,1
11319,491,179060,Woodley Park,,1,202,8556,1,1
11321,492,178932,Dupont Circle,,0,608,8548,1,1
11321,536,186718,Rosslyn,,1,602,8549,1,1
11321,536,186864,Dupont Circle,,0,607,8548,1,1
11322,535,186372,Congress Heights,,1,711,8819,1,1
11318,537,186256,Georgetown,,1,110,8550,1,1
11322,537,183639,Congress Heights,,1,710,8819,1,1
11321,493,178141,Dupont Circle,,0,605,8548,1,1
11318,534,185027,Union Station,,0,113,8551,1,1
11322,537,186921,Union Station,,0,704,8818,1,1
11318,490,179467,Union Station,,0,112,8551,1,1
11320,490,177907,Eastern Market,,0,502,8823,1,1
11318,492,178707,Union Station,,0,104,8551,1,1
11321,535,186511,Rosslyn,,1,606,8549,1,1
11320,536,186388,L'Enfant Plaza,,1,504,8822,1,1
11323,490,178940,National Mall,,0,807,7685,1,1
11318,536,184076,Union Station,,0,115,8551,1,1
11320,490,179068,L'Enfant Plaza,,1,503,8822,1,1
11320,493,175890,L'Enfant Plaza,,1,503,8822,1,1
11322,493,178282,Congress Heights,,1,703,8819,1,1
11320,535,185383,L'Enfant Plaza,,1,508,8822,1,1
11322,493,179332,Union Station,,0,707,8818,1,1
11318,492,178783,Union Station,,0,112,8551,1,1
11320,534,183489,L'Enfant Plaza,,1,508,8822,1,1
11320,535,186919,Eastern Market,,0,502,8823,1,1
11322,537,184267,Congress Heights,,1,706,8819,1,1
11320,534,186000,Eastern Market,,0,501,8823,1,1
